258,254,874724710,1,0
258,285,874724727,1,1
258,297,874724754,1,2
258,184,874724781,1,3
258,172,874724843,1,4
258,771,874724882,1,5
258,107,874724882,1,6
258,287,874724905,1,7
258,927,874724937,1,8
258,116,874724988,1,9
258,199,874725081,1,10
258,404,874725120,1,11
258,1073,874725264,1,12
258,175,874725386,1,13
258,209,874725485,1,14
258,356,874725485,1,15
850,686,874728168,1,16
850,695,874728338,1,17
850,283,874728338,1,18
850,294,874728370,1,19
850,543,874728396,1,20
850,472,874728396,1,21
850,289,874728430,1,22
850,146,874728461,1,23
850,120,874728565,1,24
850,716,874728598,1,25
711,219,874729682,1,26
711,1039,874729682,1,27
711,509,874729749,1,28
711,730,874729750,1,29
711,416,874729750,1,30
711,49,874729750,1,31
711,384,874729778,1,32
711,622,874729778,1,33
711,96,874729816,1,34
711,65,874729816,1,35
711,78,874729850,1,36
711,968,874729850,1,37
711,552,874729850,1,38
711,95,874729850,1,39
711,180,874729901,1,40
711,172,874729901,1,41
711,171,874729901,1,42
711,497,874729935,1,43
711,401,874729935,1,44
711,738,874729935,1,45
711,420,874729935,1,46
711,233,874729935,1,47
711,41,874729935,1,48
711,422,874729960,1,49
711,691,874729995,1,50
711,98,874729995,1,51
711,173,874729995,1,52
711,391,874729996,1,53
711,811,874729996,1,54
711,1219,874729996,1,55
711,81,874730031,1,56
711,214,874730031,1,57
711,201,874730031,1,58
711,60,874730031,1,59
711,431,874730056,1,60
711,745,874730085,1,61
711,68,874730085,1,62
711,461,874730085,1,63
711,194,874730085,1,64
711,775,874730155,1,65
711,176,874730155,1,66
711,87,874730155,1,67
711,1054,874730155,1,68
711,3,874730179,1,69
711,784,874730206,1,70
711,1468,874730206,1,71
711,237,874730206,1,72
711,659,874730234,1,73
711,584,874730234,1,74
711,364,874730234,1,75
711,418,874730234,1,76
711,1502,874730235,1,77
711,71,874730261,1,78
711,559,874730261,1,79
711,70,874730261,1,80
711,227,874730261,1,81
711,621,874730293,1,82
711,72,874730293,1,83
711,209,874730293,1,84
711,661,874730320,1,85
711,392,874730320,1,86
711,140,874730320,1,87
711,583,874730342,1,88
711,731,874730370,1,89
711,948,874730370,1,90
711,377,874730370,1,91
711,715,874730370,1,92
711,195,874730396,1,93
711,190,874730396,1,94
711,82,874730396,1,95
711,58,874730420,1,96
711,135,874730443,1,97
711,403,874730467,1,98
711,654,874730467,1,99
711,229,874730467,1,100
711,1052,874730490,1,101
711,567,874730491,1,102
711,728,874730491,1,103
711,940,874730491,1,104
711,59,874730520,1,105
711,505,874730520,1,106
711,494,874730520,1,107
711,485,874730521,1,108
711,945,874730521,1,109
711,746,874730552,1,110
711,430,874730552,1,111
711,94,874730552,1,112
711,37,874730553,1,113
711,417,874730553,1,114
850,110,874767408,1,115
850,844,874767408,1,116
850,1013,874767408,1,117
850,741,874767519,1,118
850,404,874767550,1,119
850,823,874767550,1,120
850,814,874767550,1,121
118,299,874774286,1,122
118,285,874774286,1,123
118,321,874774449,1,124
118,322,874774449,1,125
118,274,874774575,1,126
118,865,874774575,1,127
118,99,874774575,1,128
118,457,874774575,1,129
118,49,874774718,1,130
118,454,874774719,1,131
118,740,874774815,1,132
118,717,874774956,1,133
118,234,874774956,1,134
118,812,874774956,1,135
118,276,874774993,1,136
118,236,874775038,1,137
118,297,874775038,1,138
118,1085,874775136,1,139
118,281,874775136,1,140
118,411,874775136,1,141
118,627,874775185,1,142
118,6,874775185,1,143
118,275,874775262,1,144
118,1015,874775262,1,145
118,124,874775262,1,146
118,92,874775262,1,147
118,221,874775311,1,148
118,120,874775311,1,149
118,471,874775406,1,150
118,741,874775406,1,151
118,828,874775406,1,152
118,981,874775406,1,153
118,822,874775406,1,154
118,180,874775406,1,155
118,596,874775465,1,156
118,761,874775465,1,157
118,286,874775465,1,158
118,116,874775535,1,159
118,923,874775535,1,160
118,273,874775580,1,161
118,108,874775580,1,162
118,825,874775580,1,163
118,474,874775580,1,164
118,256,874775614,1,165
118,472,874775647,1,166
118,1201,874775680,1,167
118,249,874775731,1,168
118,404,874775815,1,169
118,826,874775815,1,170
118,104,874775849,1,171
118,545,874775914,1,172
118,254,874775914,1,173
118,929,874775945,1,174
118,716,874775945,1,175
118,830,874775980,1,176
118,1033,874775980,1,177
639,789,874777260,1,178
639,10,874777440,1,179
639,11,874777491,1,180
639,495,874777491,1,181
639,381,874777528,1,182
639,55,874777528,1,183
639,179,874777528,1,184
639,169,874777583,1,185
639,473,874777623,1,186
639,133,874777623,1,187
639,769,874777658,1,188
639,63,874777701,1,189
639,46,874777735,1,190
639,80,874777735,1,191
639,174,874777735,1,192
639,54,874777765,1,193
639,460,874777833,1,194
639,168,874777890,1,195
639,181,874777925,1,196
639,317,874777948,1,197
639,203,874777974,1,198
639,90,874777998,1,199
639,3,874778065,1,200
639,84,874778065,1,201
639,69,874778065,1,202
639,940,874778095,1,203
639,579,874778096,1,204
639,208,874778154,1,205
639,188,874778181,1,206
639,692,874778207,1,207
639,662,874778240,1,208
639,200,874778240,1,209
639,95,874778240,1,210
639,52,874778274,1,211
639,238,874778274,1,212
639,356,874778274,1,213
639,213,874778274,1,214
639,1072,874778299,1,215
639,427,874778299,1,216
639,65,874778345,1,217
639,41,874778345,1,218
639,201,874778366,1,219
639,230,874778424,1,220
639,67,874778479,1,221
639,232,874778479,1,222
639,21,874778479,1,223
639,539,874778479,1,224
639,160,874778479,1,225
639,194,874778515,1,226
639,78,874778515,1,227
639,91,874778515,1,228
639,683,874778568,1,229
639,1,874778568,1,230
639,384,874778569,1,231
639,565,874778569,1,232
639,567,874778569,1,233
639,225,874778569,1,234
639,37,874778612,1,235
639,719,874778612,1,236
639,577,874778612,1,237
639,61,874778612,1,238
639,760,874778613,1,239
639,32,874778696,1,240
639,549,874778722,1,241
639,390,874778756,1,242
639,372,874778756,1,243
639,801,874778756,1,244
118,251,874780832,1,245
118,824,874780860,1,246
593,318,874780864,1,247
593,291,874780864,1,248
593,244,874780909,1,249
593,987,874780945,1,250
118,976,874780969,1,251
118,1258,874780996,1,252
593,18,874781004,1,253
593,99,874781004,1,254
118,253,874781037,1,255
118,1243,874781037,1,256
593,514,874781050,1,257
118,594,874781067,1,258
118,985,874781068,1,259
593,180,874781076,1,260
593,126,874781076,1,261
593,13,874781173,1,262
593,125,874781173,1,263
118,1152,874781198,1,264
118,1260,874781198,1,265
118,55,874781198,1,266
118,10,874781198,1,267
118,491,874781198,1,268
593,220,874781207,1,269
118,212,874781257,1,270
118,95,874781257,1,271
118,193,874781257,1,272
118,173,874781303,1,273
118,181,874781303,1,274
118,167,874781351,1,275
118,88,874781352,1,276
118,81,874781352,1,277
118,510,874781407,1,278
118,209,874781407,1,279
118,63,874781460,1,280
118,485,874781547,1,281
118,1259,874781547,1,282
118,654,874781628,1,283
118,21,874781698,1,284
118,381,874781742,1,285
118,187,874781742,1,286
118,1100,874781779,1,287
118,30,874781779,1,288
118,86,874781829,1,289
118,69,874781829,1,290
118,192,874781872,1,291
118,11,874781915,1,292
118,567,874781915,1,293
118,384,874781994,1,294
118,198,874781994,1,295
118,123,874781994,1,296
118,153,874782022,1,297
118,27,874782022,1,298
118,696,874782068,1,299
118,85,874782068,1,300
118,22,874782100,1,301
118,657,874782127,1,302
118,715,874782190,1,303
118,448,874782190,1,304
118,171,874782191,1,305
118,131,874782228,1,306
593,49,874783018,1,307
593,221,874783052,1,308
593,14,874783052,1,309
593,743,874783298,1,310
593,275,874783470,1,311
593,236,874784095,1,312
22,322,874784266,1,313
22,712,874784337,1,314
22,180,874784337,1,315
22,249,874784338,1,316
22,6,874784385,1,317
22,49,874784440,1,318
22,13,874784440,1,319
22,123,874784440,1,320
22,918,874784440,1,321
22,108,874784466,1,322
22,18,874784466,1,323
22,115,874784466,1,324
22,12,874784497,1,325
22,407,874784538,1,326
22,99,874784557,1,327
22,282,874784575,1,328
22,0,874784615,1,329
22,404,874784638,1,330
22,223,874784638,1,331
22,545,874784668,1,332
22,150,874784668,1,333
22,234,874784712,1,334
22,471,874784972,1,335
22,596,874785024,1,336
22,201,874785165,1,337
22,960,874785165,1,338
22,517,874785194,1,339
22,356,874785233,1,340
22,432,874785233,1,341
22,55,874785233,1,342
22,169,874785348,1,343
22,521,874785447,1,344
22,602,874785448,1,345
22,274,874785474,1,346
22,7,874785474,1,347
22,704,874785526,1,348
22,237,874785526,1,349
22,174,874785526,1,350
22,413,874785526,1,351
22,58,874785526,1,352
22,95,874785551,1,353
22,153,874785552,1,354
22,227,874785582,1,355
22,88,874785582,1,356
22,503,874785624,1,357
22,54,874785624,1,358
